plat_no,slot_number,reg_date
I750489AMV,978,2020-03-27 00:02:51
B337184XIX,835,2020-12-25 05:39:30
Q531922UVE,888,2020-01-03 05:37:44
R715113KQS,194,2020-06-24 23:59:31
J421095EYQ,915,2020-02-23 14:24:36
N604188NOU,991,2020-12-10 23:08:23
Z969365ZJZ,26,2020-07-29 11:06:26
G483776TBW,118,2020-02-20 17:21:41
J422741ZXI,780,2020-07-02 14:08:31
C419843CVD,603,2020-09-24 02:02:23
C636263INJ,328,2020-11-03 13:01:33
C382297JDV,183,2020-02-02 08:44:15
Z141306NED,471,2020-08-30 17:14:55
H435244NQQ,832,2020-04-28 17:51:03
P518766ETQ,213,2020-09-10 15:40:41
U551757FPJ,436,2020-12-11 15:09:46
W132143GJW,303,2020-04-11 05:22:20
J983460QXP,819,2020-01-31 08:52:36
N611324GHR,16,2020-08-20 14:42:07
J643598WLR,651,2020-08-09 11:51:41
C426442FAC,870,2020-07-08 10:00:19
C132998YHZ,505,2020-05-02 02:27:48
J638236URB,753,2020-01-20 08:33:49
D453455VDM,867,2020-05-24 19:52:28
W425020OXU,302,2020-07-05 10:03:47
R529354TYA,968,2020-01-06 13:47:34
D516157QHR,95,2020-08-03 20:27:54
R286283AJV,432,2020-12-23 10:32:28
H454625CRQ,233,2020-08-15 04:49:34
T971971ISG,125,2020-01-06 07:42:59
L610135ZZT,321,2020-11-18 16:27:28
D758328BHV,826,2020-08-20 15:28:20
T148232VJU,235,2020-01-25 01:40:22
I711110DVR,937,2020-06-22 15:17:55
I707243FSV,700,2020-02-11 22:19:50
U843016ZXB,698,2020-09-04 20:34:54
R570189LJZ,200,2020-06-28 16:18:43
H504389OCX,603,2020-05-31 17:12:26
J671773LPJ,479,2020-09-13 16:23:42
X144009FYK,19,2020-02-21 23:40:44
A842422GAT,113,2020-10-24 08:12:46
A215648STT,738,2020-11-23 01:23:51
U608102TTS,874,2020-02-20 08:17:23
X956044FPF,131,2020-04-05 21:30:39
O449966SRG,663,2020-10-08 02:42:30
L379967KHR,709,2020-12-04 03:38:28
G345866EMM,751,2020-04-21 23:22:17
G416677KWB,696,2020-03-06 03:25:18
L463586FUC,153,2020-02-10 01:43:18
T997373RCT,976,2020-02-10 21:52:43
L653671TQV,559,2020-02-25 15:33:06
J765038NVH,762,2020-12-09 16:46:22
W484032TPV,130,2020-11-20 05:25:17
L685259CXT,25,2020-05-28 23:29:38
D746722BTV,95,2020-11-28 17:52:43
A146877BXB,986,2020-11-23 23:27:08
U824330DHE,683,2020-12-28 12:21:03
S217128CHS,352,2020-02-03 06:14:05
R625087LHF,477,2020-06-09 19:30:47
Q470353THO,139,2020-03-07 05:43:41
C872233JXN,897,2020-08-23 20:34:49
K344204UII,63,2020-10-22 07:00:53
D502025GQQ,826,2020-01-05 18:48:17
D972884REU,285,2020-04-12 14:06:22
L629771DJQ,327,2020-09-15 18:16:00
S999750NDK,831,2020-09-14 17:04:46
T465877OVR,65,2020-03-14 17:55:46
Q767408XBY,842,2020-09-30 21:47:06
K545434WTU,657,2020-09-11 17:35:38
V923953WGV,48,2020-11-02 14:01:44
N752345WQL,482,2020-01-19 22:29:59
U852401HGB,325,2020-11-13 22:00:48
Q915069CSW,363,2020-05-07 07:50:11
R283220FOA,954,2020-04-26 22:57:17
B671089CGO,462,2020-01-22 04:43:29
N344758INN,781,2020-01-27 17:42:41
N223485IRC,928,2020-12-23 08:33:55
Z900382NDD,784,2020-07-30 18:41:49
M919137YRN,91,2020-01-13 09:38:42
A240171UKL,986,2020-05-26 16:03:26
K721964HTF,410,2020-08-19 06:23:25
G159202VDC,234,2020-12-05 03:37:46
W190024YUZ,314,2020-03-17 16:03:39
L600392WTQ,693,2020-09-24 12:58:24
W317447MYC,418,2020-08-14 18:42:35
C806752TYF,66,2020-09-13 20:26:04
N491220TJY,124,2020-08-31 14:22:18
Z590803SRU,143,2020-03-29 02:29:19
U150991XVA,131,2020-09-11 01:17:05
H696392WMF,228,2020-12-03 07:31:07
Y148032LXH,613,2020-03-31 04:02:51
W339698ZGN,175,2020-03-09 08:47:04
G775837FVO,552,2020-08-05 18:35:17
J700568MXE,900,2020-04-22 04:59:10
Z911778VXP,114,2020-03-05 18:09:27
X583816DXS,582,2020-08-30 12:02:18
P296913FEQ,194,2020-03-09 17:15:56
D377875AKL,762,2020-04-21 12:05:55
U563806YZU,845,2020-07-06 22:37:14
X414798DWQ,7,2020-05-10 00:05:59
K542653ZDI,723,2020-11-05 15:45:12
S133554TRX,149,2020-09-20 09:40:14
K246438HWD,68,2020-08-14 10:36:33
N498251PYG,558,2020-12-11 14:55:42
B607354LDO,685,2020-06-01 04:59:23
Z614474OBG,231,2020-01-06 15:09:41
E456211IYI,401,2020-04-21 09:40:42
F887407TFV,525,2020-06-29 14:36:14
X520695VYU,332,2020-06-02 18:23:20
B282360VLZ,37,2020-07-14 22:37:02
K534591PYV,441,2020-06-14 20:03:55
O732258HER,474,2020-02-01 19:47:34
N557337ZHO,910,2020-09-18 20:41:26
D169658OJV,309,2020-12-23 05:50:45
A285674JFU,195,2020-05-10 09:03:59
K510206IEK,163,2020-10-06 23:58:26
P259847HMA,956,2020-10-24 08:44:35
H695137EBE,884,2020-05-17 12:38:12
M665482QXN,522,2020-11-03 07:14:37
M294627EPN,323,2020-05-26 12:27:18
V717427QPK,496,2020-07-11 00:19:39
R839769ITI,130,2020-01-17 11:17:59
Y966437GYI,430,2020-05-12 03:57:56
Y658603YRX,718,2020-02-21 08:50:45
F879703PFH,585,2020-08-19 16:38:12
T818684JOG,293,2020-05-03 22:27:40
S401391NFW,301,2020-01-20 10:50:35
O872634CAL,227,2020-07-10 13:24:01
F818378UHH,574,2020-02-15 02:59:35
R594952MVG,66,2020-11-26 10:10:46
X375012XRC,64,2020-08-29 05:22:53
T850762PIV,84,2020-06-22 01:21:40
O553153XHU,18,2020-06-18 15:47:54
Y483264WOT,816,2020-12-07 04:24:00
W863030JAG,319,2020-08-02 13:07:11
F352706CRY,477,2020-02-07 15:51:08
E915878WUI,426,2020-07-29 09:20:30
O490527BWC,40,2020-05-14 19:16:52
B858219CNR,310,2020-07-28 17:26:49
R360618YBS,670,2020-02-14 15:27:46
J279519BRA,693,2020-01-03 15:12:48
B889933OKJ,477,2020-11-29 16:56:23
E760330ZPN,631,2020-08-18 23:47:48
G779157WUH,877,2020-08-20 18:42:48
V791950XUM,180,2020-10-14 06:46:04
P343364TJT,317,2020-07-19 09:36:33
S154220KZH,219,2020-12-07 19:19:59
O974523PSB,271,2020-06-26 09:02:44
B888540HAN,701,2020-08-01 08:18:13
F889551UKZ,333,2020-04-23 14:41:43
E137386LYA,850,2020-08-25 09:33:19
Y732887PWK,821,2020-08-13 11:26:29
E670858NVD,324,2020-01-07 01:39:46
W277844BYT,592,2020-07-24 16:29:08
E710030GWO,563,2020-05-16 06:12:45
W506300HIV,314,2020-12-08 17:10:00
T910123LWN,441,2020-03-14 20:29:56
R395052LXA,705,2020-07-20 05:10:09
O895478BQJ,720,2020-12-15 05:32:36
R576420SXB,167,2020-12-17 01:21:42
C470795SWP,688,2020-03-08 01:15:18
B887948EZF,842,2020-06-12 11:43:23
Z160070SXD,63,2020-12-13 02:36:12
M824839VUC,50,2020-11-03 13:55:35
B149198MMD,278,2020-09-12 12:20:13
G939835YYS,268,2020-09-25 18:00:27
V903551ENC,350,2020-07-30 10:31:30
J804926ZBT,845,2020-05-06 00:15:06
O884879LED,373,2020-11-04 02:20:48
L556100SJL,617,2020-07-03 22:36:42
N159651YCF,819,2020-09-02 00:50:41
I486322UAH,765,2020-06-18 20:59:21
C968637GMO,22,2020-03-26 06:34:54
U949968WTI,338,2020-01-17 13:35:22
L167966KFM,1,2020-02-17 13:44:52
Z759852UJN,332,2020-01-16 17:01:28
E337036SND,734,2020-11-09 08:34:51
J271104FDK,807,2020-05-08 20:49:57
D347259KII,524,2020-02-16 09:25:28
Q302478XZR,831,2020-12-07 21:43:09
P251113GUM,62,2020-03-23 00:40:11
J905752GSH,250,2020-08-16 09:37:34
F362830UET,798,2020-02-25 21:20:26
X600483LDN,250,2020-08-07 20:26:42
R512938UZP,45,2020-07-20 19:37:47
K594188GXU,793,2020-04-09 20:06:57
P282766LMU,321,2020-07-03 03:24:31
F562663LPT,54,2020-10-27 04:00:06
H894002OAW,506,2020-09-07 01:22:14
L989270MVF,374,2020-05-04 12:47:47
Q253401FKE,391,2020-12-16 21:54:33
W685457LRN,284,2020-10-07 19:38:05
Q403507STO,415,2020-11-25 13:05:15
Y936194JMS,590,2020-12-30 05:55:37
G187025CIZ,886,2020-06-22 10:06:26
I646651QGH,821,2020-04-27 03:01:02
J314214XPV,134,2020-01-09 04:06:56
V900378UNX,148,2020-03-25 01:26:43
H886442JAY,584,2020-08-23 19:03:41
P548270UPJ,744,2020-06-08 23:36:48
E657061EPX,463,2020-10-01 11:50:50
Z281720AQJ,23,2020-04-22 17:51:57
Z709027YEA,901,2020-01-18 17:41:04
F914177FMW,672,2020-09-20 05:59:13
A324558GHX,345,2020-07-06 09:57:57
U921721QWA,716,2020-12-28 13:07:16
G517206WNU,137,2020-10-06 11:15:29
F843424ICY,107,2020-11-27 23:34:48
A741602KAG,227,2020-05-12 10:47:38
G658257VHJ,107,2020-04-06 18:08:55
S894473BDE,385,2020-07-20 04:57:13
C410810NVA,56,2020-02-25 21:13:41
T757126JXN,284,2020-04-19 12:22:32
V830537FIO,739,2020-01-11 22:27:27
O581603KDZ,358,2020-02-26 21:05:20
W857141XDH,907,2020-02-11 02:40:08
G101907FID,666,2020-06-13 14:21:44
K993790KJU,991,2020-05-13 12:06:08
U664427CCG,868,2020-11-03 04:23:02
W112300VNN,654,2020-07-07 00:12:47
K189820IXI,575,2020-10-20 04:06:50
O310213RSD,802,2020-02-22 22:14:09
Q286773YEQ,533,2020-10-11 17:19:06
K604789JIU,137,2020-11-09 11:06:16
X911889UQN,439,2020-11-04 19:36:02
Z599912PWZ,133,2020-10-31 22:23:29
Y433657CAV,566,2020-08-15 20:27:25
E656610OZG,58,2020-11-08 10:33:55
R438732SFA,993,2020-07-08 13:45:52
H467237DOX,444,2020-09-11 10:53:41
P855298APX,606,2020-10-29 08:05:31
B503112YGH,699,2020-02-23 19:10:08
C285414WXS,673,2020-10-09 08:05:54
K681212ENE,349,2020-09-04 11:54:31
K639025UER,484,2020-03-12 03:51:30
Z959889JVQ,417,2020-10-18 08:29:40
I683742GCV,19,2020-06-13 15:19:38
R960688MTQ,894,2020-10-22 19:52:53
K247518GID,975,2020-01-27 04:31:16
E728791LHL,467,2020-01-15 07:53:21
V563553VJM,72,2020-05-05 22:57:53
K835414NNZ,576,2020-05-06 05:09:16
D929842RIK,44,2020-06-16 16:15:42
N635428FHV,149,2020-07-09 15:31:17
L676446DIW,746,2020-10-05 06:18:13
P417620AUK,137,2020-04-29 18:39:48
X629936HJC,614,2020-08-14 17:35:01
L201650KHA,695,2020-01-20 16:15:36
T602606JPM,718,2020-11-29 19:57:47
Q631242RWN,827,2020-03-25 08:08:43
I937622JCT,979,2020-06-26 05:50:07
L140096GKG,100,2020-06-19 22:12:42
X229299TTA,682,2020-02-27 19:15:27
R453205BKM,53,2020-07-22 13:47:13
X809012TAJ,736,2020-08-19 16:09:35
F473725ZNX,709,2020-12-22 15:56:02
J832010JHR,954,2020-02-14 04:42:06
F934757LTZ,629,2020-10-15 12:17:40
F514109QUH,276,2020-08-15 10:26:35
M605155HFH,975,2020-03-24 23:41:41
D726041UGN,348,2020-07-25 20:37:56
R180702NLX,230,2020-09-14 23:20:12
V566174DMC,84,2020-04-07 16:57:32
P767222NSD,290,2020-08-21 15:59:29
H172068POM,810,2020-05-17 18:30:35
O294597DAD,106,2020-05-01 00:34:30
K501621TVT,258,2020-01-21 09:08:33
K311316ZTE,294,2020-11-05 04:33:08
R180230QEX,174,2020-12-27 21:01:48
G604839CAM,549,2020-07-07 05:19:36
A385453YAP,117,2020-02-18 14:26:28
I204886XSS,135,2020-11-11 05:00:12
Q403148UWE,859,2020-09-21 10:48:34
K448167YDU,455,2020-01-18 14:06:58
U573966IJF,591,2020-12-22 20:58:20
M708341QJS,216,2020-05-28 05:31:24
Q861180NYW,8,2020-03-26 12:01:04
U458444WTC,854,2020-11-30 06:11:24
W859096WRK,118,2020-08-25 14:29:44
Z225887VQH,931,2020-03-07 21:51:20
L793321SXN,202,2020-07-10 07:54:43
R909349FJN,384,2020-08-16 19:37:21
B865500FON,762,2020-07-27 22:09:27
Z435296VQG,627,2020-11-11 01:22:34
U225490TMD,731,2020-12-15 01:32:34
K313907ODU,880,2020-12-28 12:35:35
A181658RZB,606,2020-09-11 04:55:14
K934284KLT,203,2020-03-30 04:06:32
H159291LWB,106,2020-11-09 03:16:37
N951079FMW,648,2020-05-28 10:01:54
R654265CYW,614,2020-04-30 03:43:05
J389966OML,733,2020-12-30 23:01:36
F911436TSW,555,2020-05-27 05:01:20
U484539DIU,825,2020-09-01 21:53:45
I549847ZEO,467,2020-07-10 00:12:39
S573400NSX,836,2020-10-30 03:10:53
A207068ACN,324,2020-05-17 10:22:07
G588073YWF,469,2020-08-08 21:50:48
W757306SOX,279,2020-01-27 16:23:44
Z278746BBY,874,2020-09-13 04:31:15
X595619ITZ,760,2020-05-17 07:52:47
K168683EKE,520,2020-10-05 22:36:06
N441563KDJ,23,2020-07-05 03:00:13
Q867891QQM,682,2020-01-30 01:17:17
E474821GCX,585,2020-02-15 09:16:58
N942705VOF,325,2020-06-29 23:16:18
T750891FVT,899,2020-10-16 00:17:21
E187528BVX,605,2020-11-17 09:15:37
O791277GRO,535,2020-09-02 07:28:27
Q185421WSV,299,2020-07-29 20:56:14
F602318YGZ,386,2020-02-23 04:30:15
W937279PBD,787,2020-03-02 00:29:21
J840126TGB,165,2020-10-01 12:20:13
X389794DAW,608,2020-03-26 10:29:45
H480387RDH,806,2020-05-24 04:11:18
R790021HSA,781,2020-03-24 01:16:02
G172360YKF,456,2020-12-05 16:27:26
W130435HNX,436,2020-08-05 01:19:51
S884925FMQ,407,2020-05-16 02:11:55
L180368SZW,4,2020-02-14 08:47:04
T500376YIW,47,2020-09-17 08:21:19
I384647NCY,700,2020-04-09 01:00:53
A350938PWC,15,2020-06-14 15:59:58
S724790HTT,768,2020-07-12 20:50:50
U187184QFB,253,2020-05-18 15:39:27
O898898LTH,79,2020-08-31 10:50:58
B106704TXL,562,2020-10-15 10:50:33
F549006MSK,440,2020-04-07 01:19:10
Z907757FCB,816,2020-02-08 22:35:21
C796186TDG,366,2020-12-13 13:06:52
B196173CJL,785,2020-07-04 23:53:31
M487417RJO,828,2020-11-24 02:02:25
H492961SIL,580,2020-08-29 02:01:31
C773828GER,611,2020-07-03 14:25:59
O722177WVH,111,2020-11-07 03:46:54
T398478AYT,70,2020-03-08 03:22:10
R502412LJN,803,2020-09-14 21:25:51
L339123HVA,427,2020-03-08 14:04:55
G483677CNO,288,2020-03-11 21:45:06
S534234MKP,545,2020-09-14 16:24:46
N661092DAM,650,2020-01-16 02:46:45
Q276675SPD,686,2020-03-14 16:29:48
M210378MJO,427,2020-01-23 12:02:07
A821622QPY,875,2020-03-02 22:45:22
Q596413XMN,883,2020-07-07 04:38:57
S188569BGK,409,2020-12-24 04:25:18
Y670544VVU,347,2020-06-09 03:16:04
P254983IXD,195,2020-05-24 23:45:15
T965324IZC,801,2020-07-19 07:35:28
L844448RSL,157,2020-06-25 16:36:03
X758691NMA,516,2020-11-22 23:02:08
T774476KUX,934,2020-11-24 22:44:04
H891368AHC,996,2020-08-20 22:49:15
O797406DEP,809,2020-08-08 04:57:15
M812389NQV,156,2020-10-13 19:36:35
F971486FYI,339,2020-06-18 13:23:42
P796679FRM,11,2020-02-01 12:59:40
Q767792HQY,968,2020-07-09 12:28:17
C772043MIK,817,2020-09-05 22:14:53
L113724FRI,55,2020-08-24 08:56:21
Z267454DBW,956,2020-02-17 07:41:27
F326688EYE,134,2020-10-15 01:33:46
F739190FMJ,568,2020-08-04 14:52:07
O761728EEE,192,2020-03-29 16:33:07
S509422PYX,401,2020-03-14 01:12:49
I949279GVR,620,2020-11-24 11:57:41
O497494YMO,355,2020-12-26 03:24:07
B652738MGI,666,2020-07-25 02:48:34
G538156OYB,641,2020-09-18 19:05:30
T855865BPO,852,2020-02-18 03:36:19
A222160GDC,773,2020-07-10 05:23:34
D680764TLZ,612,2020-03-18 02:12:36
E317186QFW,664,2020-12-17 13:11:12
H589238KBT,619,2020-06-13 18:19:12
U470211CDX,284,2020-11-30 12:54:31
Y249514ZUL,165,2020-06-28 05:24:02
H686771FGN,700,2020-12-19 22:45:06
O485214FDO,8,2020-01-02 14:08:28
H419132LDZ,733,2020-09-12 23:11:54
L348780WAZ,727,2020-10-03 15:30:08
H531006JSE,908,2020-10-09 21:26:58
D594876UFO,218,2020-04-01 05:43:23
O583262OUA,140,2020-05-07 06:08:29
W473731CQL,236,2020-08-06 22:23:46
I296414RUW,466,2020-06-23 20:12:04
F592247VUE,729,2020-07-25 21:30:12
C584794UVO,670,2020-01-21 14:24:37
Z257707USF,283,2020-03-15 18:14:12
N310371NWD,847,2020-02-18 03:25:38
A930045NDX,827,2020-03-30 14:17:58
Q133152LQO,346,2020-05-02 20:59:10
Z794019AJK,577,2020-02-08 08:52:13
I248870KRH,397,2020-09-11 22:22:29
U289109UIN,640,2020-04-12 16:07:34
R352365WDC,385,2020-08-28 23:49:22
B135159BOM,862,2020-08-08 23:33:22
Y808555JFQ,958,2020-07-31 05:00:14
W786343MDM,907,2020-04-29 10:31:48
G213867XRC,7,2020-09-28 13:53:49
F988161DRX,714,2020-12-07 10:27:27
S820327MVS,882,2020-07-26 06:07:16
O640947FLA,814,2020-05-28 13:20:24
Y469685CKY,622,2020-06-25 00:54:13
I954333HGO,514,2020-12-31 16:24:11
W501634FDT,160,2020-11-04 21:21:25
A377582VEI,944,2020-01-24 22:53:41
H959902BRV,588,2020-08-21 17:14:12
B849121DNK,87,2020-07-25 18:54:21
M572718SZT,958,2020-04-04 18:43:15
M916320HKF,615,2020-09-06 21:52:56
L168719AEM,410,2020-05-22 01:34:44
Z419084WLV,565,2020-07-08 12:20:47
Z146157RAO,907,2020-07-29 17:07:44
R371138VOS,858,2020-10-20 15:20:29
C901157DPJ,247,2020-01-13 15:45:03
H101167ZJV,804,2020-06-09 10:55:18
U760002AVY,650,2020-04-29 17:59:56
N843714OHC,247,2020-03-01 21:18:49
A162106HYR,816,2020-12-18 20:13:32
Q657297SBR,895,2020-07-20 08:21:14
C570774IWJ,502,2020-05-27 01:06:14
B850970EFC,811,2020-09-03 20:45:48
D486653BBL,197,2020-10-28 12:23:44
S777891IDD,344,2020-07-17 14:30:28
P721233DWU,986,2020-09-14 23:16:13
M873310GFS,571,2020-04-25 19:06:56
C807701DBK,14,2020-11-15 20:11:39
P807069AVY,901,2020-10-07 18:57:39
F655429PLB,115,2020-01-25 12:23:47
G669666ULG,645,2020-05-18 08:01:44
B119365CEF,492,2020-12-21 14:06:29
A472921RUR,366,2020-10-22 19:34:54
D882439WUJ,522,2020-08-07 16:41:04
I916295NWH,14,2020-07-07 11:05:09
G194955QCW,505,2020-08-27 06:45:50
I297227GXG,655,2020-04-11 04:38:41
T982901OKT,55,2020-12-26 01:55:15
U564992ABT,362,2020-02-17 22:43:14
O505664ZQB,193,2020-10-07 13:54:19
K243621RAZ,31,2020-01-22 22:42:57
B604783GJR,529,2020-01-02 04:51:16
T136353VPP,639,2020-10-24 16:12:50
I583066CTN,414,2020-12-18 19:15:47
K418299OXV,64,2020-11-08 06:07:00
Z332950QFJ,797,2020-07-28 23:17:02
F996283HTD,570,2020-04-12 22:01:29
F724667ANM,317,2020-07-14 04:00:05
M457313DPO,85,2020-07-28 20:37:19
F448473HGH,488,2020-06-25 05:06:13
U279659KUP,818,2020-06-10 04:11:19
P800236OXH,607,2020-04-16 18:45:12
K632033NNP,159,2020-02-03 20:01:01
Z724295YPM,740,2020-03-07 03:08:51
G685176PAN,824,2020-01-17 04:01:22
M428364LHU,884,2020-03-07 17:59:50
M775229EYS,546,2020-08-18 13:22:01
G161801MLW,514,2020-12-11 05:15:48
Q835688LIM,603,2020-01-16 13:14:46
N962380IPW,25,2020-04-01 13:35:33
G278746OPD,256,2020-10-06 19:55:20
L140930ADW,681,2020-03-17 07:08:42
H425461YYB,540,2020-03-19 23:09:47
D192325GIF,315,2020-10-14 15:18:31
Y340471UYF,375,2020-12-23 17:56:39
S243377PCK,870,2020-02-07 19:21:18
B711466ZDB,980,2020-06-11 21:15:47
G206980ZDK,992,2020-11-29 23:47:34
E367048QWW,18,2020-04-21 02:48:25
U841216USV,924,2020-08-08 23:27:44
M120530PRU,302,2020-07-02 03:43:51
N886222MLX,703,2020-09-22 06:09:23
U768278FCR,854,2020-06-21 18:59:07
P468065ZGV,680,2020-11-17 19:17:37
T143827GZZ,807,2020-04-23 23:27:37
I113834XUP,118,2020-08-27 08:07:21
X150026INQ,915,2020-06-21 21:41:37
S206478DXZ,402,2020-11-21 09:06:58
W930437ZMJ,110,2020-07-11 12:36:56
L901311DQW,929,2020-07-03 15:15:28
V547629SMS,1,2020-04-11 00:36:46
Y214076VIV,880,2020-01-17 01:00:47
U201497ODP,325,2020-09-28 21:06:33
M154585XTV,603,2020-07-07 22:25:28
U472429SQY,586,2020-05-17 14:39:10
T670527LQF,547,2020-09-08 17:05:37
K987632DQH,48,2020-03-03 20:59:42
G611537UIU,59,2020-01-16 17:02:20
W158888AUY,814,2020-11-22 07:02:43
E233198BWC,591,2020-07-10 02:19:19
E549507DNC,270,2020-12-08 16:58:49
Q692102JSG,93,2020-03-11 19:17:15
H567173THS,787,2020-10-25 08:27:33
D163035CJQ,377,2020-01-02 06:50:44
T951680IHM,329,2020-09-04 02:45:38
E855678LCI,910,2020-11-11 14:13:18
D952455EOR,389,2020-05-14 05:15:41
T422460NGM,773,2020-05-08 16:44:52
G982796OKD,255,2020-06-29 03:15:06
F136128RWR,360,2020-03-25 01:06:52
P707583BFY,766,2020-01-30 19:05:53
E847125EVG,926,2020-10-19 11:24:44
S808393NGF,637,2020-10-19 10:38:57
P148894HSG,161,2020-11-06 10:06:48
V115797GQO,683,2020-06-02 08:44:43
M398430UPO,782,2020-02-29 08:09:06
B129347JEC,557,2020-12-21 16:45:30
D815157XWV,686,2020-06-09 11:43:29
T209351EQD,343,2020-02-28 08:34:20
F291461IIL,859,2020-07-15 18:16:56
O897589QCC,492,2020-10-21 22:36:41
R802703ZFM,161,2020-12-28 23:59:33
H922951KLM,841,2020-04-15 00:03:04
Z252682WTV,826,2020-07-07 10:10:55
Q771765ZGC,963,2020-07-31 11:29:52
E571466OXY,403,2020-06-29 07:10:53
T595245VAL,150,2020-08-13 00:09:12
J734613SWM,864,2020-04-03 10:22:33
J777875LEN,256,2020-04-25 09:14:21
P270775UVK,313,2020-04-13 18:36:46
Z698522XTJ,984,2020-02-13 08:33:31
H271100LED,555,2020-05-15 21:10:19
D498842SSY,702,2020-11-23 23:27:47
H747236DJE,492,2020-09-07 12:03:58
Z297781BMA,545,2020-11-26 09:53:03
O506294EAN,343,2020-08-28 22:48:16
Y254270MVD,388,2020-05-01 02:09:34
J964306OUK,456,2020-05-31 17:18:49
A198697ZOQ,478,2020-04-01 18:29:36
W154022XRR,474,2020-01-12 10:17:13
N967194GVX,637,2020-12-18 19:59:45
P247000HYI,235,2020-05-09 04:10:11
Z583537UWI,181,2020-02-11 01:51:36
Y568344ZSV,754,2020-10-25 16:38:31
C532543VOJ,947,2020-10-22 12:55:09
V265719JDV,482,2020-07-29 15:39:13
F313567RYR,389,2020-04-11 15:51:05
G258679YFC,843,2020-06-13 07:58:12
K140449ZCM,132,2020-08-08 12:49:01
L988161BTN,465,2020-09-25 03:39:33
Z455400BPA,995,2020-05-14 07:18:39
K742312JWK,622,2020-12-26 19:35:08
W804219VXO,45,2020-04-01 12:35:13
L311071MTO,74,2020-09-15 21:26:06
O854400HFU,759,2020-07-12 17:33:15
J436591JNS,256,2020-07-15 15:07:26
E599386SOA,321,2020-04-28 20:13:11
L587885QHG,605,2020-09-24 05:52:46
P105022RIU,932,2020-03-12 03:25:20
K759725SRT,482,2020-11-13 17:58:28
D121370AWV,311,2020-06-19 20:44:57
M493490JYQ,68,2020-01-03 10:59:38
M700619IRH,788,2020-06-10 08:08:48
M638595KRS,984,2020-01-15 00:10:25
H988601CMB,313,2020-08-31 02:22:25
F925969OZB,919,2020-11-05 06:30:59
O543529WBL,917,2020-02-03 23:14:30
J771732HBV,424,2020-04-05 02:44:11
B190501RPK,675,2020-01-10 12:38:25
V473415DXU,398,2020-08-27 08:37:09
M811656VAL,633,2020-06-18 00:25:00
B915730SKK,919,2020-04-09 14:21:12
D422940HIR,711,2020-12-29 00:25:00
O410405KEJ,818,2020-06-28 16:46:02
R759855JSE,752,2020-06-10 13:39:40
L134526ZDM,899,2020-07-01 11:43:40
Z888330LUL,921,2020-05-07 07:26:19
P965051DSG,42,2020-02-04 11:38:31
L800912YNP,943,2020-12-31 23:07:19
U215573NAH,339,2020-03-30 16:23:57
Y382722MTX,786,2020-12-23 15:21:45
A123343IZE,630,2020-09-12 19:22:27
Z166123WUL,886,2020-08-03 00:29:33
S174230DSR,223,2020-07-28 17:09:59
J517802TMA,259,2020-12-04 19:59:07
K969976BQW,487,2020-05-13 16:43:58
L928428BYY,263,2020-07-03 08:40:20
I776873CVN,90,2020-01-24 07:12:59
W490588MPP,710,2020-06-29 18:43:15
B453577BEH,921,2020-09-23 15:36:57
Z320876UYG,596,2020-05-22 10:23:45
Y602696DOV,171,2020-01-30 04:01:32
T637236PDV,681,2020-07-06 17:02:27
L576540DOA,622,2020-11-09 17:57:08
Y352908LWH,613,2020-04-20 13:31:48
A578756FKN,129,2020-04-07 23:21:34
E991253IAQ,10,2020-07-30 19:05:22
B451892TBR,887,2020-03-26 12:59:02
Y193634VCZ,205,2020-12-03 18:40:02
W534920LMY,629,2020-05-30 20:21:30
P645960JID,402,2020-06-26 01:41:26
J805039CHL,772,2020-03-06 05:37:46
X976491QFI,254,2020-11-07 23:04:30
O730303OAS,214,2020-08-26 10:13:10
A900494XAQ,749,2020-03-20 12:52:02
P185864FUV,178,2020-10-03 07:33:31
K207316HLG,390,2020-03-30 01:52:03
Z183458KEJ,87,2020-01-27 17:45:13
G601606YNY,56,2020-02-14 22:28:32
X866385AOP,502,2020-01-18 12:44:42
V661128RGE,179,2020-06-11 05:12:28
V538917MKT,592,2020-08-10 21:45:51
E418550ZIJ,985,2020-01-21 16:56:02
T616089CRC,982,2020-03-11 07:00:12
J983819UYD,794,2020-08-25 07:57:03
T279261VLU,630,2020-03-22 18:36:57
S782261NFU,700,2020-12-13 23:02:27
X694524JJC,190,2020-03-25 02:00:47
T414546GCM,543,2020-02-28 07:59:32
O303828HNF,697,2020-05-18 17:49:14
V840585XNS,360,2020-03-18 11:47:59
V616636ZYW,466,2020-07-22 03:25:29
I776018TGH,738,2020-04-02 19:54:17
P153295YZG,32,2020-09-21 00:52:54
P740113TJN,336,2020-05-03 18:55:25
M650105XKJ,397,2020-08-09 17:51:02
H304318MMI,274,2020-04-03 04:47:07
Z651815MRH,213,2020-12-07 18:37:47
G274351QTD,93,2020-04-08 20:35:46
N883038LHZ,265,2020-02-28 14:08:58
Z967430ZCR,57,2020-02-17 04:04:40
W927722QMU,869,2020-12-01 15:41:50
Q354297AJV,977,2020-12-14 06:22:53
Q477602XUN,363,2020-12-31 14:26:46
E970886DDG,527,2020-08-13 20:35:55
S821182JXL,492,2020-03-03 04:59:31
B312203LAN,925,2020-02-10 14:25:48
